,datetime,id,verification,phone,lat,lon,picked up,address,total_litter,SMOKING,FOOD,COFFEE,ALCOHOL,SOFTDRINKS,SANITARY,COASTAL,BRANDS,OTHER
0,2021-12-20 14:59:35,268756,2,iPhone 6,52.65935,5.0794277777778,Yes,"Toegangspoort, Kloosterhout, Blokker, Hoorn, North Holland, Netherlands, 1695JD, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2021-12-20 14:59:36,268354,2,iPhone 6,52.6592,5.0794083333333,Yes,"Toegangspoort, Kloosterhout, Blokker, Hoorn, North Holland, Netherlands, 1695JD, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,2021-12-20 15:00:41,268757,2,iPhone 6,52.658980555556,5.08025,Yes,"5, Boekerij, Blokker, Hoorn, North Holland, Netherlands, 1695JA, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2021-12-20 15:00:43,254058,2,iPhone 6,52.659225,5.0796944444444,Yes,"Kijkboerderij MAK Blokweer, Kloosterhout, Blokker, Hoorn, North Holland, Netherlands, 1695JD, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,2021-12-20 15:03:39,252588,2,iPhone 6,52.659038888889,5.0792472222222,Yes,"Toegangspoort, Kloosterhout, Blokker, Hoorn, North Holland, Netherlands, 1695JD, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5,2021-12-20 15:07:26,257920,2,iPhone 6,52.659991666667,5.0862166666667,Yes,"5, Koolduif, Blokker, Hoorn, North Holland, Netherlands, 1695LD, Netherlands",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021-12-20 15:47:35,254059,2,iPhone 6,52.659838888889,5.0850277777778,Yes,"96, Westerblokker, Blokker, Hoorn, North Holland, Netherlands, 1695AK, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,2021-12-20 15:47:36,254060,2,iPhone 6,52.659838888889,5.0850277777778,Yes,"96, Westerblokker, Blokker, Hoorn, North Holland, Netherlands, 1695AK, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,2021-12-20 15:48:32,252746,2,iPhone 6,52.659491666667,5.0843138888889,Yes,"96C, Westerblokker, Blokker, Hoorn, North Holland, Netherlands, 1695AK, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,2021-12-20 15:48:35,268355,2,iPhone 6,52.659491666667,5.0843138888889,Yes,"96C, Westerblokker, Blokker, Hoorn, North Holland, Netherlands, 1695AK, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10,2021-12-20 15:49:19,254061,2,iPhone 6,52.659222222222,5.084175,Yes,"Maasweg, Blokker, Hoorn, North Holland, Netherlands, 1695AZ, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,2021-12-20 15:50:33,254062,2,iPhone 6,52.657663888889,5.0853666666667,Yes,"IJsselweg, Blokker, Hoorn, North Holland, Netherlands, 1695AZ, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,2021-12-20 15:51:48,268356,2,iPhone 6,52.655413888889,5.0850083333333,Yes,"29, Radboudgracht, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KL, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,2021-12-20 15:52:41,268239,2,iPhone 6,52.655094444444,5.0838416666667,Yes,"152, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628DJ, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
