,datetime,id,verification,phone,lat,lon,picked up,address,total_litter,SMOKING,FOOD,COFFEE,ALCOHOL,SOFTDRINKS,SANITARY,COASTAL,BRANDS,OTHER
0,2021-09-22 15:24:54,226865,2,iPhone 6,52.653030555556,5.0834361111111,Yes,"14, Waterpoort, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KB, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,2021-09-22 15:27:33,258581,2,iPhone 6,52.654413888889,5.0829972222222,Yes,"Ekster, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AG, Netherlands",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-09-22 15:27:35,223060,2,iPhone 6,52.654422222222,5.0829277777778,Yes,"Ekster, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AG, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,2021-09-22 15:28:17,223061,2,iPhone 6,52.654327777778,5.0830194444444,Yes,"Ekster, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AG, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,2021-09-22 15:47:45,223062,2,iPhone 6,52.654725,5.081125,Yes,"36, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628BB, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,2021-09-22 15:47:48,225179,2,iPhone 6,52.654697222222,5.081275,Yes,"38, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628BB, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6,2021-09-22 15:48:26,254421,2,iPhone 6,52.654608333333,5.0813861111111,Yes,"144, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AH, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,2021-09-22 15:49:00,255246,2,iPhone 6,52.654675,5.0815944444444,Yes,"42, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628BB, Netherlands",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2021-09-22 15:49:27,257048,2,iPhone 6,52.654591666667,5.0814222222222,Yes,"144, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AH, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9,2021-09-22 15:49:29,228215,2,iPhone 6,52.654658333333,5.0817,Yes,"44, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628BB, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10,2021-09-22 15:49:52,221960,2,iPhone 6,52.6545,5.081775,Yes,"136, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AH, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,2021-09-22 15:50:22,221961,2,iPhone 6,52.654788888889,5.081675,Yes,"43, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628BB, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,2021-09-22 15:50:25,223063,2,iPhone 6,52.654608333333,5.0819361111111,Yes,"132, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AH, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,2021-09-22 15:50:58,227689,2,iPhone 6,52.654586111111,5.0820944444444,Yes,"49, Spaarneweg, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628BB, Netherlands",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14,2021-09-22 15:58:57,228141,2,iPhone 6,52.654172222222,5.0835861111111,Yes,"De kus, Nieuwendoorngracht, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KC, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,2021-09-22 16:00:02,221965,2,iPhone 6,52.654808333333,5.0838444444444,Yes,"1, Kasteellaan, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KN, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,2021-09-22 16:00:04,221966,2,iPhone 6,52.653855555556,5.0829638888889,Yes,"Waterpoort, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KC, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17,2021-09-22 16:00:42,221967,2,iPhone 6,52.653952777778,5.0828111111111,Yes,"21, Nieuwendoorngracht, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KC, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,2021-09-22 16:02:23,221968,2,iPhone 6,52.653952777778,5.0825388888889,Yes,"98, Ekster, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628AG, Netherlands",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,2021-09-22 16:03:18,254667,2,iPhone 6,52.653416666667,5.0827583333333,Yes,"7, Waterpoort, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KB, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,2021-09-22 16:03:20,227783,2,iPhone 6,52.65335,5.0824972222222,Yes,"39, Nieuwendoorngracht, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KD, Netherlands",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2021-09-22 16:03:21,226866,2,iPhone 6,52.653361111111,5.0824444444444,Yes,"39, Nieuwendoorngracht, Kersenboogerd, Hoorn, North Holland, Netherlands, 1628KD, Netherlands",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
